time,Lfoot-m,Lfoot-l,Lfoot-u,Rfoot-m,Rfoot-l,Rfoot-u
30.303030303030305,-23.977878333333333,-40.94852906329908,-7.007227603367589,,,
31.313131313131315,-21.483536010101012,-38.88913342950883,-4.077938590693197,,,
32.323232323232325,-18.950429242424242,-36.471268267167815,-1.4295902176806692,,,
33.333333333333336,-16.471433333333334,-33.7732576164063,0.8303909497396305,,,
34.343434343434346,-14.087396868686866,-30.898766559013126,2.723972821639393,,,
35.35353535353536,-11.820979292929293,-27.945520575789864,4.303561989931277,,,
36.36363636363637,-9.65398681818182,-25.016102624781908,5.708128988418268,,,
37.37373737373738,-7.535502474747474,-22.176575424119648,7.105570474624701,,,
38.38383838383839,-5.434316666666666,-19.486996572407747,8.618363239074416,,,
39.3939393939394,-3.349501212121214,-16.974455305559193,10.275452881316767,,,
40.40404040404041,-1.3209299999999975,-14.649093223216866,12.007233223216872,,,
41.41414141414142,0.5908868181818188,-12.48195835250985,13.663731988873487,,,
42.42424242424243,2.3226287878787852,-10.443934202688084,15.089191778445652,,,
43.43434343434344,3.8500143434343457,-8.518554270638758,16.21858295750745,,,
44.44444444444445,5.172467222222221,-6.6735107323814615,17.018445176825903,,,
45.45454545454546,6.322307272727274,-4.942365229423308,17.586979774877854,,,
46.46464646464647,7.323858484848484,-3.3927261678013005,18.04044313749827,,,
47.47474747474748,8.189353585858585,-2.079518975563225,18.458226147280396,,,
48.484848484848484,8.916116212121214,-1.0096647271059158,18.84189715134834,,,
49.494949494949495,9.498108989898991,-0.1552382439134643,19.15145622371145,,,
50.505050505050505,9.913466111111113,0.5083708740131154,19.31856134820911,,,
51.515151515151516,10.130617575757576,1.0021921136774594,19.259043037837692,,,
52.525252525252526,10.106870808080808,1.336030736753198,18.87771087940842,,,
53.535353535353536,9.839901767676768,1.5435453056015245,18.13625822975201,,,
54.54545454545455,9.347865454545454,1.6675457898011636,17.028185119289745,,,
55.55555555555556,8.685004444444445,1.7021389342757356,15.667869954613154,,,
56.56565656565657,7.9162183333333305,1.6265964898802867,14.205840176786374,,,
57.57575757575758,7.128127727272725,1.4658511622128607,12.790404292332589,,,
58.58585858585859,6.40092803030303,1.2784235312456538,11.523432529360406,,,
59.5959595959596,5.7915623737373725,1.1507674603517257,10.432357287123018,,,
60.60606060606061,5.26999893939394,1.0857062946364309,9.454291584151449,,,
61.61616161616162,4.828976767676769,1.06554749264861,8.592406042704928,,,
62.62626262626263,4.456542777777779,1.0452798585685938,7.867805696986964,,,
63.63636363636364,4.144397727272728,1.0042985319349507,7.284496922610505,,,
64.64646464646465,3.8856597474747474,0.9541699242349457,6.817149570714549,,,
65.65656565656566,3.6597380303030307,0.9077244148662236,6.411751645739837,,,
66.66666666666667,3.4634216666666666,0.8876262987964498,6.039217034536883,,,
67.67676767676768,3.2976749999999995,0.9107350583383602,5.684614941661639,,,
68.68686868686869,3.150699696969697,1.001477026765825,5.2999223671735685,,,
69.6969696969697,3.0101710606060608,1.135942926919459,4.884399194292662,,,
70.70707070707071,2.882322828282828,1.2378601542600034,4.5267855023056525,,,
71.71717171717172,2.770074696969697,1.2652661368957465,4.274883257043648,,,
72.72727272727273,2.667579545454546,1.2304183920373208,4.104740698871771,,,
73.73737373737374,2.567815858585859,1.1562011966566181,3.9794305205150993,,,
74.74747474747475,2.460827979797979,1.0446388379334623,3.8770171216624956,,,
75.75757575757576,2.3443248484848485,0.8996283103337317,3.789021386635965,,,
76.76767676767678,2.2180495454545452,0.7342513847331227,3.701847706175968,,,
77.77777777777779,2.083005,0.5624996289145539,3.603510371085446,,,
78.7878787878788,1.941925757575758,0.38890943604002404,3.494942079111492,,,
79.7979797979798,1.795934797979798,0.21084208097053359,3.3810275149890625,,,
80.80808080808082,1.6547615151515154,0.029864705974478545,3.279658324328552,,,
81.81818181818183,1.524375,-0.16173466419786742,3.2104846641978675,,,
82.82828282828284,1.3972498989898994,-0.37067722398751757,3.1651770219673163,,,
83.83838383838385,1.2580744949494955,-0.5961378917846236,3.1122868816836147,,,
84.84848484848486,1.0995740909090912,-0.8396930815441277,3.0388412633623103,,,
85.85858585858587,0.9208278282828282,-1.1050199682925572,2.9466756248582135,,,
86.86868686868688,0.7186078787878787,-1.3926736129347776,2.829889370510535,,,
87.87878787878789,0.49560969696969737,-1.7031737391199973,2.694393133059392,,,
88.8888888888889,0.2530755555555556,-2.050030024725337,2.5561811358364483,,,
89.89898989898991,-0.005222878787878327,-2.4388958751131815,2.428450117537425,,,
90.90909090909092,-0.2822486363636366,-2.8730469206501192,2.3085496479228462,,,
91.91919191919193,-0.5790016666666661,-3.348349372390997,2.1903460390576646,,,
92.92929292929294,-0.899280757575758,-3.869235790541997,2.0706742753904814,,,
93.93939393939395,-1.250789090909089,-4.447214216783005,1.9456360349648267,,,
94.94949494949496,-1.6434512626262627,-5.092823569898058,1.8059210446455323,,,
